out_public_key,in_public_key,datetime,trust
3919,192,2014-02-26T11:21:07.545650,2
3919,1,2014-02-26T11:20:48.538770,1
3988,5425,2014-02-26T10:46:15.640750,2
4921,905,2014-02-26T10:45:04.089950,-2
1018,62,2014-02-26T10:15:58.091960,-10
1018,3,2014-02-26T10:15:47.111820,-10
5228,3988,2014-02-26T09:57:42.649060,2
3988,5228,2014-02-26T09:51:22.678380,3
4812,4172,2014-02-26T07:41:57.090100,-10
4812,5384,2014-02-26T07:34:25.003600,10
5437,5403,2014-02-26T02:28:03.259180,1
4515,4649,2014-02-26T01:49:04.722160,1
4649,4515,2014-02-26T01:47:07.866970,1
4860,62,2014-02-26T00:17:00.357210,-10
3707,62,2014-02-25T23:02:05.826270,-10
3572,62,2014-02-25T23:00:14.641260,-10
5398,5403,2014-02-25T21:17:07.098790,1
3707,2661,2014-02-25T20:56:32.290180,-5
5403,5398,2014-02-25T20:37:05.705220,1
5065,62,2014-02-25T20:06:17.756420,-2
3707,5440,2014-02-25T20:04:56.198550,1
3707,5439,2014-02-25T20:04:18.451770,1
4172,5384,2014-02-25T19:56:08.826010,-10
5384,62,2014-02-25T19:46:05.373970,1
5438,4753,2014-02-25T16:56:29.302410,10
4753,5438,2014-02-25T16:56:01.453050,10
5425,3988,2014-02-25T12:57:59.199120,4
3966,5411,2014-02-25T08:34:34.236840,1
3630,5212,2014-02-25T02:10:35.885250,10
5212,3630,2014-02-25T02:08:12.056630,10
5403,5437,2014-02-25T02:03:04.821060,1
2125,5382,2014-02-25T01:37:32.686280,-1
2125,5381,2014-02-25T01:37:32.438170,-1
2125,5436,2014-02-25T01:37:31.632460,-1
1,1396,2014-02-24T20:27:48.917340,4
1396,1,2014-02-24T20:23:09.290850,8
5384,3988,2014-02-24T19:41:19.402390,-10
5435,4244,2014-02-24T17:39:57.411220,1
280,5253,2014-02-24T16:12:08.956290,2
5253,280,2014-02-24T16:06:48.714390,4
4244,5435,2014-02-24T15:54:10.533660,1
3988,1394,2014-02-24T15:32:00.585590,1
1,3319,2014-02-24T14:40:22.724560,1
3319,1,2014-02-24T14:40:08.700560,5
1363,6,2014-02-24T04:20:03.398640,3
5433,3988,2014-02-24T03:04:16.193090,1
3988,5433,2014-02-24T03:01:51.714350,1
3804,3452,2014-02-23T23:43:14.917320,7
5065,4559,2014-02-23T23:28:04.668070,1
5065,4385,2014-02-23T23:24:28.941230,1
5432,4553,2014-02-23T23:22:11.845200,1
3040,1,2014-02-23T22:56:35.086710,1
5418,1,2014-02-23T18:55:09.271160,4
4922,5432,2014-02-23T15:38:50.703370,1
5432,4922,2014-02-23T15:38:23.510210,1
4385,5366,2014-02-23T15:12:25.986560,-1
1,4291,2014-02-23T00:36:16.398750,2
4291,1,2014-02-23T00:34:06.394720,4
1,5418,2014-02-22T21:23:37.911940,2
1,4857,2014-02-22T19:14:46.562170,2
4857,1,2014-02-22T19:11:47.655200,3
4518,4559,2014-02-22T18:52:19.586440,2
644,5403,2014-02-22T17:32:07.279130,1
5403,644,2014-02-22T17:31:23.025200,1
3013,5403,2014-02-22T16:15:36.187660,1
5403,3013,2014-02-22T16:15:23.201980,1
1735,664,2014-02-22T09:15:04.595700,1
3919,3527,2014-02-22T08:10:11.453710,1
5366,4385,2014-02-22T08:01:40.185350,-1
280,4362,2014-02-22T07:28:45.191280,1
4362,280,2014-02-22T07:20:46.097190,3
7,5428,2014-02-22T00:13:41.179570,2
7,5429,2014-02-22T00:11:30.551770,1
7,5432,2014-02-21T23:21:24.187600,1
5432,5428,2014-02-21T23:18:18.411500,1
5432,7,2014-02-21T23:17:43.641630,1
5428,5432,2014-02-21T23:05:35.302780,1
2125,5367,2014-02-21T21:51:07.490240,-2
2125,5431,2014-02-21T21:51:07.204840,-1
2125,5312,2014-02-21T21:51:06.950830,-2
2125,5430,2014-02-21T21:51:06.602980,-1
2125,5305,2014-02-21T21:51:05.686900,-2
5429,5428,2014-02-21T21:30:12.571960,1
5429,7,2014-02-21T21:29:42.287970,2
4788,3988,2014-02-21T21:28:45.989020,2
5428,5429,2014-02-21T21:24:30.998760,1
5428,7,2014-02-21T21:17:02.344950,1
2123,5427,2014-02-21T15:06:16.431790,1
5427,1939,2014-02-21T15:03:03.415780,1
5427,2123,2014-02-21T15:02:32.802320,1
1939,5427,2014-02-21T15:01:37.168580,1
2123,1939,2014-02-21T14:32:53.515530,1
1939,2123,2014-02-21T14:31:28.326860,1
5426,3988,2014-02-21T06:16:28.368700,1
3988,5426,2014-02-21T06:15:31.169860,1
5155,3988,2014-02-21T05:05:55.681120,2
1318,5424,2014-02-21T04:59:46.320290,5
5255,5403,2014-02-20T21:35:13.925400,2
5403,5255,2014-02-20T21:33:39.363950,2
4925,5403,2014-02-20T20:07:40.458530,1
5403,4925,2014-02-20T20:06:10.067770,1
5423,5408,2014-02-20T19:34:51.347250,2
5408,5423,2014-02-20T19:32:42.054890,1
1810,5421,2014-02-20T19:21:09.717150,-10
1810,5367,2014-02-20T19:21:09.272830,-10
4244,5367,2014-02-20T19:03:07.725410,-10
3649,905,2014-02-20T18:13:45.565930,3
4532,4694,2014-02-20T18:07:18.118480,4
5422,215,2014-02-20T17:16:59.094840,8
5421,5367,2014-02-20T15:31:27.957640,1
3040,1832,2014-02-20T13:43:02.871680,2
1832,3040,2014-02-20T13:39:44.976950,2
4532,1832,2014-02-20T13:06:20.627640,1
5367,5421,2014-02-20T11:54:25.049470,1
3966,1363,2014-02-20T06:41:11.562630,1
1363,3966,2014-02-20T06:37:08.743850,1
5420,5408,2014-02-20T06:16:44.537640,1
5415,5420,2014-02-20T06:16:02.919170,2
5420,5415,2014-02-20T06:15:52.073090,8
5408,5420,2014-02-20T06:15:34.454260,1
5419,5251,2014-02-20T05:43:20.503210,1
5251,5419,2014-02-20T05:33:36.537030,1
5251,5146,2014-02-20T05:32:45.137730,1
5146,5251,2014-02-20T05:17:37.999440,1
1,703,2014-02-20T00:03:23.382700,1
1810,5417,2014-02-19T21:14:39.262390,1
4611,5408,2014-02-19T20:58:28.355080,1
5408,4611,2014-02-19T20:58:12.446480,1
5408,4291,2014-02-19T20:52:51.394790,4
4291,5408,2014-02-19T20:51:44.745010,3
4649,905,2014-02-19T20:27:32.296830,4
4780,4308,2014-02-19T19:22:14.063210,5
2063,2310,2014-02-19T17:41:50.728350,1
905,4649,2014-02-19T17:37:57.935430,3
905,4611,2014-02-19T17:37:39.895430,1
2310,2063,2014-02-19T17:35:45.805640,1
905,3714,2014-02-19T17:30:23.752790,1
905,1832,2014-02-19T17:08:22.300000,3
5416,5415,2014-02-19T13:39:41.881120,1
5415,5416,2014-02-19T13:37:09.322490,2
4385,2661,2014-02-19T13:10:25.042110,-1
4385,1154,2014-02-19T13:09:46.760200,-1
5408,1018,2014-02-19T11:25:07.197930,3
1018,5408,2014-02-19T11:16:18.802640,1
4119,1565,2014-02-19T10:34:11.529930,3
353,3988,2014-02-19T10:23:28.421160,1
3988,353,2014-02-19T10:23:18.196780,1
905,5251,2014-02-19T10:05:59.463420,1
3897,905,2014-02-19T10:02:43.816850,10
5415,5414,2014-02-19T07:14:22.730310,6
5414,5415,2014-02-19T06:36:28.491040,4
5414,5408,2014-02-18T22:49:45.417100,3
5408,5414,2014-02-18T22:47:02.829630,2
4694,4532,2014-02-18T19:12:05.031770,5
4694,5403,2014-02-18T19:11:15.563740,3
4694,2124,2014-02-18T19:10:45.974450,4
5408,905,2014-02-18T18:54:39.772210,1
905,5408,2014-02-18T18:50:38.310450,1
3714,5408,2014-02-18T18:23:18.092140,2
5408,3714,2014-02-18T18:18:01.458010,3
5384,5353,2014-02-18T17:16:48.942310,1
3714,2642,2014-02-18T17:06:40.129360,7
5403,4694,2014-02-18T17:04:09.493430,1
5353,5384,2014-02-18T16:30:09.575410,2
4291,4694,2014-02-18T16:06:45.718640,5
3000,3746,2014-02-18T14:20:09.707540,1
3746,3000,2014-02-18T14:18:59.461280,1
5255,3897,2014-02-18T10:20:31.202630,1
3897,5255,2014-02-18T10:20:02.390610,1
5408,4852,2014-02-18T09:42:12.783700,1
4516,3988,2014-02-18T05:49:19.191310,1
3988,4516,2014-02-18T05:30:16.461390,1
35,5412,2014-02-18T03:14:12.833360,5
3804,5396,2014-02-18T01:53:32.393900,-10
3040,3427,2014-02-18T00:53:04.612300,2
3427,3040,2014-02-18T00:47:34.792300,2
5353,5411,2014-02-17T18:33:39.803210,2
4611,5410,2014-02-17T18:28:47.036590,1
2289,5408,2014-02-17T17:58:12.292190,3
5408,2289,2014-02-17T17:56:08.954530,3
3988,5409,2014-02-17T17:47:51.272470,1
3194,3000,2014-02-17T16:40:20.022650,1
3000,3194,2014-02-17T16:39:00.454850,1
5408,3966,2014-02-17T16:32:53.468510,2
3966,5408,2014-02-17T16:30:21.466890,2
5403,4291,2014-02-17T15:29:14.448720,1
4291,5403,2014-02-17T15:28:20.535300,1
2125,5407,2014-02-17T13:22:21.621840,-2
2125,5406,2014-02-17T13:19:34.077740,-2
2125,5405,2014-02-17T13:19:30.998100,-2
3630,3897,2014-02-17T10:36:48.651260,3
5352,3988,2014-02-17T02:39:08.292600,1
3988,5352,2014-02-17T02:35:52.876940,1
3345,3988,2014-02-17T00:05:05.091620,3
3988,1938,2014-02-16T18:21:56.521500,2
5404,4172,2014-02-16T17:42:06.124700,1
4172,5404,2014-02-16T17:34:11.605180,1
1648,5251,2014-02-16T17:13:31.379840,3
5251,1648,2014-02-16T17:02:35.204870,4
1953,5404,2014-02-16T17:00:04.124600,10
5251,905,2014-02-16T16:22:10.801130,1
1546,4599,2014-02-16T12:46:52.674410,-10
4559,4518,2014-02-16T11:52:35.915000,1
3504,1953,2014-02-16T04:38:58.465430,-10
4642,35,2014-02-16T04:11:54.123210,2
4385,2322,2014-02-15T20:52:32.343170,1
4172,4304,2014-02-15T14:05:04.327820,5
4635,4867,2014-02-15T10:46:55.791610,1
4867,4635,2014-02-15T10:46:40.861380,1
5366,3966,2014-02-14T19:42:16.735060,2
3966,5366,2014-02-14T19:36:19.660930,2
5398,5251,2014-02-14T18:00:19.299500,1
2642,3429,2014-02-14T17:11:23.746370,5
3429,2642,2014-02-14T17:11:17.311250,5
5251,3988,2014-02-14T17:03:38.978990,1
5251,5398,2014-02-14T16:45:11.896390,1
546,3988,2014-02-14T16:15:10.935810,1
3988,546,2014-02-14T16:14:43.687570,1
1998,62,2014-02-14T15:32:46.932100,-1
2642,4611,2014-02-14T15:20:39.559090,3
4611,2642,2014-02-14T14:41:42.587470,2
5041,3880,2014-02-14T13:00:42.976560,3
3880,5041,2014-02-14T12:55:48.203800,2
3880,3018,2014-02-14T12:48:48.083340,5
2125,5402,2014-02-14T12:41:37.585500,-1
2125,5401,2014-02-14T12:41:29.475710,-1
2125,5400,2014-02-14T12:41:17.004440,-1
3018,3880,2014-02-14T12:37:48.004990,5
5353,62,2014-02-14T08:08:37.255570,-10
5398,3988,2014-02-14T07:49:09.031080,1
3988,5398,2014-02-14T07:25:06.132750,1
5362,3988,2014-02-14T06:34:21.437000,3
3988,5362,2014-02-14T03:15:17.996410,2
5397,5251,2014-02-14T01:58:26.446860,1
5399,3707,2014-02-14T01:35:37.783820,10
5251,5397,2014-02-14T01:22:55.495310,1
3452,5396,2014-02-13T22:47:33.819940,-10
361,5396,2014-02-13T22:37:27.940200,-1
5397,2642,2014-02-13T20:42:35.168060,1
5398,2642,2014-02-13T20:41:59.222170,1
2642,5398,2014-02-13T20:41:20.715300,1
2642,5397,2014-02-13T20:37:48.248120,1
2625,4611,2014-02-13T20:29:59.576520,1
4611,2625,2014-02-13T20:29:44.762880,1
4320,2642,2014-02-13T19:49:44.042270,1
2642,4320,2014-02-13T19:49:09.768500,1
2642,3714,2014-02-13T19:39:32.116130,6
2642,4559,2014-02-13T19:20:04.331000,1
4559,2642,2014-02-13T19:18:47.315020,1
3503,4611,2014-02-13T18:44:08.650270,2
4611,3503,2014-02-13T18:43:24.564280,2
3988,5347,2014-02-13T18:27:37.920440,3
4897,3527,2014-02-13T13:51:39.442920,1
3527,4897,2014-02-13T13:48:59.654300,1
3988,5280,2014-02-13T12:45:56.884010,2
5347,3988,2014-02-13T12:37:39.052400,5
3018,5390,2014-02-13T06:07:16.663650,1
1731,25,2014-02-13T01:07:46.768510,1
3452,3,2014-02-13T01:07:31.983980,-7
1731,3452,2014-02-13T01:04:38.973930,5
3452,1731,2014-02-13T01:04:10.578450,2
3452,1565,2014-02-13T00:39:33.674150,4
3714,905,2014-02-12T18:33:38.592760,1
1938,3988,2014-02-12T18:09:52.754590,1
3880,5384,2014-02-12T16:10:23.380400,1
5384,3880,2014-02-12T15:59:10.952000,1
5363,5395,2014-02-12T12:02:10.290710,-10
2125,5395,2014-02-12T11:51:40.737670,-1
5363,5394,2014-02-12T11:49:51.625960,-1
3394,1953,2014-02-12T11:13:23.806630,1
1953,3394,2014-02-12T11:12:21.761380,1
2125,5394,2014-02-12T11:07:34.055930,-1
892,4360,2014-02-12T09:54:20.810380,1
4360,892,2014-02-12T09:53:21.013300,1
2136,4694,2014-02-11T19:26:54.134340,5
5393,1528,2014-02-11T19:09:02.753720,3
1528,5393,2014-02-11T19:03:36.797860,1
2125,5392,2014-02-11T18:25:48.843430,-2
2125,5391,2014-02-11T18:25:48.566770,-2
3572,1690,2014-02-11T18:12:50.172100,10
4694,2136,2014-02-11T18:00:44.908440,5
3572,500,2014-02-11T17:45:59.665700,1
3572,2028,2014-02-11T17:41:48.582680,-10
3572,2187,2014-02-11T17:40:23.823670,-10
3572,2661,2014-02-11T17:39:06.065140,-10
5359,5390,2014-02-11T17:38:35.623850,1
3572,1154,2014-02-11T17:37:53.338060,-10
3572,1001,2014-02-11T17:36:25.307850,1
3572,4211,2014-02-11T17:35:08.886830,1
3572,1528,2014-02-11T17:27:35.410130,1
3572,4385,2014-02-11T17:25:52.639970,1
5390,5359,2014-02-11T17:22:11.105080,1
2125,5389,2014-02-11T16:19:53.263890,-1
4365,192,2014-02-11T14:33:20.832910,10
2125,5387,2014-02-11T14:32:36.252600,-1
2125,5386,2014-02-11T14:32:36.018740,-1
2125,5388,2014-02-11T14:32:35.760490,-1
2125,5385,2014-02-11T14:32:35.497790,-1
4365,5255,2014-02-11T14:22:27.024130,1
5255,4365,2014-02-11T14:20:49.297170,1
905,5132,2014-02-11T13:50:34.355290,-10
5228,4291,2014-02-11T10:04:41.104870,1
4291,5228,2014-02-11T10:00:29.990480,1
5384,2378,2014-02-11T09:41:55.100220,1
2378,5384,2014-02-11T09:36:24.000330,1
3988,4131,2014-02-11T05:27:51.869970,2
4131,3988,2014-02-11T05:26:45.224420,2
280,3040,2014-02-11T01:17:39.859130,4
5383,5280,2014-02-10T20:10:01.574270,1
5280,5383,2014-02-10T20:06:57.005750,1
3880,1953,2014-02-10T14:45:29.519230,2
1953,3880,2014-02-10T14:40:18.859280,2
3040,5372,2014-02-10T14:05:15.512940,1
5155,35,2014-02-10T13:09:54.405280,1
5280,4694,2014-02-10T13:05:42.085650,1
4649,2625,2014-02-10T12:53:31.760140,1
2625,4649,2014-02-10T12:52:53.904520,1
5363,5382,2014-02-10T10:58:31.990310,-10
5363,5381,2014-02-10T10:58:29.925070,-10
5363,5379,2014-02-10T10:58:27.763420,-10
5363,5377,2014-02-10T10:58:25.678150,-10
5363,5376,2014-02-10T10:58:23.771240,-10
5363,5375,2014-02-10T10:58:22.725510,-10
5363,5374,2014-02-10T10:58:21.688430,-10
5363,5373,2014-02-10T10:58:21.129210,-10
5363,5378,2014-02-10T10:54:13.594700,-10
5363,5380,2014-02-10T10:53:19.946180,-10
2125,5380,2014-02-10T10:12:19.314730,-1
2125,5379,2014-02-10T10:12:16.661430,-1
2125,5378,2014-02-10T10:12:14.077820,-1
2125,5377,2014-02-10T10:12:11.351880,-1
2125,5376,2014-02-10T10:12:08.443670,-1
2125,5375,2014-02-10T10:12:05.491750,-1
2125,5374,2014-02-10T10:12:02.535470,-1
2125,5373,2014-02-10T10:11:58.863380,-1
3988,5312,2014-02-10T02:28:41.111140,-3
5312,5371,2014-02-10T01:30:43.971220,-10
5312,5370,2014-02-10T01:03:32.778000,-10
5370,5312,2014-02-10T00:33:07.840410,-10
2125,5369,2014-02-09T19:23:20.645400,-2
5280,3988,2014-02-09T14:20:04.892120,1
481,3714,2014-02-09T14:04:34.124710,6
5280,5312,2014-02-09T13:07:34.750110,2
5312,5280,2014-02-09T13:07:01.870160,2
5280,905,2014-02-09T11:40:42.501780,1
905,5280,2014-02-09T11:38:48.406310,1
905,3988,2014-02-09T10:13:37.455110,2
1363,1528,2014-02-09T06:50:26.620780,3
1528,1363,2014-02-09T06:48:11.381710,3
5294,3820,2014-02-09T05:21:24.146830,3
3820,5294,2014-02-09T05:19:42.871260,3
5368,5363,2014-02-09T00:22:57.544420,2
5363,5368,2014-02-08T23:55:56.831610,1
4694,1394,2014-02-08T17:31:32.464760,1
35,1394,2014-02-08T15:36:54.184600,1
35,5255,2014-02-08T10:57:09.580720,2
5255,35,2014-02-08T10:55:00.110320,2
3820,3988,2014-02-08T07:58:35.141950,4
905,1731,2014-02-08T01:11:58.447190,2
2310,4499,2014-02-07T21:45:45.980200,1
4499,2310,2014-02-07T21:45:39.665390,1
1585,1565,2014-02-07T18:03:59.737850,2
1998,5353,2014-02-07T13:48:45.061350,5
5353,1998,2014-02-07T13:42:55.658270,2
1565,1585,2014-02-07T12:39:26.625140,3
4389,4291,2014-02-07T12:34:57.617040,1
4291,4389,2014-02-07T12:34:13.140060,1
1894,3901,2014-02-07T12:24:53.077900,1
4852,353,2014-02-07T00:04:43.044910,7
353,4852,2014-02-07T00:03:33.371790,7
3107,4694,2014-02-06T19:18:18.533680,5
2303,3988,2014-02-06T18:34:53.045490,1
3988,2303,2014-02-06T18:33:25.581030,1
1731,2942,2014-02-06T16:44:38.481110,4
4511,5255,2014-02-06T16:30:52.922480,1
5255,4511,2014-02-06T16:30:50.112840,2
3988,4694,2014-02-06T15:40:05.569380,3
4694,3988,2014-02-06T15:31:58.678290,3
4945,4291,2014-02-06T12:10:19.014790,1
4291,4945,2014-02-06T12:09:19.362580,1
5367,5312,2014-02-06T11:18:01.205410,1
5312,5367,2014-02-06T11:17:56.823430,1
4002,3988,2014-02-06T05:05:07.650860,2
5366,3746,2014-02-05T19:35:45.605140,1
3746,5366,2014-02-05T19:32:44.478580,1
2318,1508,2014-02-05T18:26:58.945140,1
4717,1731,2014-02-05T18:10:09.488260,1
2318,4569,2014-02-05T17:45:35.772190,1
4569,2318,2014-02-05T17:45:17.964670,1
51,1508,2014-02-05T17:15:24.281960,1
5365,3345,2014-02-05T17:14:22.395940,1
1508,51,2014-02-05T17:13:51.162790,1
3345,5365,2014-02-05T17:12:48.960320,1
4382,3345,2014-02-05T16:42:51.274830,1
3345,4382,2014-02-05T16:16:55.901140,1
4172,4075,2014-02-05T12:08:26.771320,-10
3988,4267,2014-02-05T07:23:16.986340,2
4172,3451,2014-02-05T05:32:39.817150,1
1528,35,2014-02-05T04:42:06.623660,2
35,1528,2014-02-05T04:39:23.915460,2
5312,5364,2014-02-04T23:51:41.471660,-10
3910,4649,2014-02-04T23:08:15.473030,2
4649,3910,2014-02-04T23:02:58.524730,2
4694,3107,2014-02-04T19:29:10.915480,5
5316,5249,2014-02-04T19:28:49.920770,1
2388,2017,2014-02-04T18:17:48.007850,-10
2125,1565,2014-02-04T17:27:28.421670,1
4511,4562,2014-02-04T17:00:08.723710,3
4562,4511,2014-02-04T16:59:37.242050,4
4440,3345,2014-02-04T09:12:22.235590,1
3345,4440,2014-02-04T09:10:28.561660,1
3345,4562,2014-02-04T08:46:11.231510,1
3345,280,2014-02-04T08:20:51.143670,3
3656,215,2014-02-04T01:03:37.426020,2
5363,1850,2014-02-03T23:39:29.442690,1
5227,3988,2014-02-03T21:08:11.936660,3
4419,2625,2014-02-03T19:11:55.248040,1
2625,4419,2014-02-03T19:09:03.082200,1
2625,3988,2014-02-03T18:42:35.321560,2
5228,2625,2014-02-03T18:18:00.260900,1
5228,5294,2014-02-03T18:16:13.403370,1
5294,5228,2014-02-03T18:06:28.344310,1
3000,3649,2014-02-03T17:23:54.924660,2
550,3897,2014-02-03T16:43:28.019080,1
3897,550,2014-02-03T16:42:52.673330,1
2125,5361,2014-02-03T15:21:26.649720,-2
5358,4291,2014-02-03T14:58:07.434890,1
4291,5358,2014-02-03T14:56:16.271520,1
1565,1731,2014-02-03T13:31:25.373460,6
4204,5360,2014-02-03T11:19:39.427560,2
5360,5359,2014-02-03T11:16:26.914870,1
5359,5360,2014-02-03T11:16:17.294900,1
3988,1919,2014-02-03T08:51:08.717230,1
3988,4002,2014-02-03T08:50:44.780430,2
1919,3988,2014-02-03T08:48:51.354950,1
3528,4833,2014-02-02T18:19:19.716050,1
4833,3528,2014-02-02T18:18:46.289980,1
5358,4925,2014-02-02T17:40:32.726600,1
4925,5358,2014-02-02T17:38:51.792090,1
5356,988,2014-02-02T17:24:15.918840,3
4833,4921,2014-02-02T13:00:21.872110,3
4921,4833,2014-02-02T12:52:03.217850,2
5249,5316,2014-02-02T11:08:46.136270,1
3988,5310,2014-02-02T10:41:42.554350,2
3988,5155,2014-02-02T05:51:29.436280,2
4925,5352,2014-02-02T01:18:33.436500,1
5352,4925,2014-02-02T01:17:50.047010,1
1735,4559,2014-02-01T22:16:40.240380,1
1735,3319,2014-02-01T22:12:25.029400,2
1735,3640,2014-02-01T21:59:10.476060,1
3528,4559,2014-02-01T20:29:49.622860,2
5227,4649,2014-02-01T20:01:52.497100,1
4649,5227,2014-02-01T19:56:01.153780,1
905,4559,2014-02-01T19:54:30.767040,2
2125,5357,2014-02-01T19:49:16.113150,-2
988,5356,2014-02-01T16:31:32.110230,3
3988,5298,2014-02-01T12:52:30.502810,2
4559,1352,2014-02-01T10:11:10.788940,1
4559,5065,2014-02-01T10:10:51.658540,1
4559,1947,2014-02-01T10:09:37.208820,1
1352,2127,2014-02-01T00:59:49.488220,1
1352,2822,2014-02-01T00:58:47.213100,1
5255,5296,2014-01-31T23:46:16.831830,7
5296,5255,2014-01-31T23:21:17.276860,7
5355,2835,2014-01-31T21:53:15.407250,1
2835,5355,2014-01-31T21:52:46.129820,1
2835,361,2014-01-31T20:49:00.845820,1
2125,5354,2014-01-31T20:45:11.587390,-2
3452,3804,2014-01-31T19:54:58.896390,7
5227,2835,2014-01-31T19:33:28.009860,1
2835,5227,2014-01-31T19:33:26.248340,1
4833,1731,2014-01-31T19:20:18.666710,5
4852,2045,2014-01-31T18:32:55.460390,1
1731,4833,2014-01-31T17:25:09.102410,5
5353,892,2014-01-31T15:49:34.318900,1
3452,2498,2014-01-31T15:11:34.415670,-10
1731,4717,2014-01-31T14:59:30.728110,2
3452,4833,2014-01-31T14:12:08.698380,1
892,5353,2014-01-31T12:51:03.440090,1
4921,202,2014-01-31T10:30:17.610440,1
5339,3988,2014-01-31T09:46:55.467560,3
988,4090,2014-01-31T08:20:51.016980,3
3422,5339,2014-01-31T07:37:11.763240,1
3988,5339,2014-01-31T07:29:25.453100,3
35,5352,2014-01-31T06:31:21.880580,1
35,5351,2014-01-31T06:31:13.293500,1
5339,3422,2014-01-31T06:26:48.435900,1
3988,3427,2014-01-31T04:59:44.599640,1
3427,3988,2014-01-31T04:59:03.020360,1
4515,4833,2014-01-30T20:59:16.230390,2
4833,4515,2014-01-30T20:59:10.832020,2
2243,353,2014-01-30T20:55:12.467930,3
2125,5350,2014-01-30T20:33:03.699870,-2
2125,5349,2014-01-30T17:58:46.308940,-2
5348,1819,2014-01-30T17:14:37.249790,1
1819,5348,2014-01-30T17:10:42.049190,1
3988,4852,2014-01-30T16:28:49.877430,1
2045,4852,2014-01-30T12:17:07.462070,1
2125,5346,2014-01-29T22:12:24.611250,-2
2318,2388,2014-01-29T21:31:59.202760,1
4780,5346,2014-01-29T20:51:34.623150,-1
3988,5227,2014-01-29T20:28:39.424330,2
5255,3988,2014-01-29T18:31:21.323030,5
4532,5227,2014-01-29T16:11:02.282540,1
5227,4532,2014-01-29T15:40:24.473660,1
5339,2281,2014-01-29T12:36:53.873230,1
2281,5339,2014-01-29T12:10:28.419740,1
280,5255,2014-01-29T11:51:42.023960,5
5255,280,2014-01-29T11:49:43.726830,5
5345,5312,2014-01-29T10:29:05.556370,1
5312,5345,2014-01-29T10:28:29.904000,1
5287,1245,2014-01-29T09:18:12.789620,2
4172,5344,2014-01-29T02:58:16.700070,-2
2125,5344,2014-01-29T02:38:44.269000,-2
2125,905,2014-01-28T22:34:21.679260,2
3988,3000,2014-01-28T21:17:34.367290,3
4559,3528,2014-01-28T18:01:30.329350,1
1731,5315,2014-01-28T17:03:13.140580,1
4771,4511,2014-01-28T16:57:18.966500,1
4511,4771,2014-01-28T16:53:42.939450,1
5315,1731,2014-01-28T16:50:53.996040,1
2125,5343,2014-01-28T15:23:37.355180,-1
2125,5342,2014-01-28T15:19:10.807820,-2
2125,5341,2014-01-28T15:17:28.402490,-2
2125,5340,2014-01-28T15:17:21.617550,-2
1245,35,2014-01-28T12:11:53.038010,2
1245,5287,2014-01-28T12:11:14.655980,2
2045,4611,2014-01-28T12:07:25.706490,1
5296,5309,2014-01-27T21:06:43.686030,2
5309,5296,2014-01-27T21:05:59.157090,3
5294,5227,2014-01-27T20:53:48.278530,1
5227,5294,2014-01-27T20:48:46.074290,1
1731,4291,2014-01-27T20:22:34.740440,3
2110,5338,2014-01-27T18:50:13.908110,-10
2125,5338,2014-01-27T18:41:02.853320,-2
1731,1565,2014-01-27T18:23:24.554620,4
1565,3452,2014-01-27T16:40:21.611580,3
4758,25,2014-01-27T10:20:26.827820,3
5221,4315,2014-01-27T08:36:02.202640,6
5221,1185,2014-01-27T08:35:29.471970,10
2125,5337,2014-01-27T00:04:54.285820,-2
4559,5336,2014-01-26T23:59:21.555390,-2
4833,57,2014-01-26T22:18:57.697450,5
2125,5335,2014-01-26T21:53:12.238440,-1
4833,4611,2014-01-26T21:51:25.714590,9
2125,5334,2014-01-26T21:43:33.595810,-2
2125,5333,2014-01-26T21:43:33.321840,-2
2125,5332,2014-01-26T21:43:33.087180,-2
2125,5331,2014-01-26T21:43:32.805470,-2
2125,5330,2014-01-26T21:42:30.490030,-2
2125,5329,2014-01-26T21:42:30.241700,-2
2125,5328,2014-01-26T21:42:29.894120,-2
2125,5327,2014-01-26T21:42:29.584460,-2
2125,5326,2014-01-26T21:42:29.160040,-2
2125,5325,2014-01-26T21:41:53.626230,-1
2125,5324,2014-01-26T21:41:53.379940,-1
2125,5323,2014-01-26T21:41:53.080850,-1
1412,4833,2014-01-26T21:28:34.583860,1
4833,1412,2014-01-26T21:27:52.501060,1
4092,3988,2014-01-26T17:23:11.312080,2
33,1850,2014-01-26T17:20:53.041670,1
3988,4092,2014-01-26T17:20:34.553290,1
5227,3649,2014-01-26T14:29:04.843140,1
3649,5227,2014-01-26T14:16:29.877850,1
3988,5322,2014-01-26T13:49:47.475420,1
3820,4833,2014-01-26T10:32:17.337820,3
4833,3820,2014-01-26T10:31:28.660590,3
4172,3345,2014-01-26T07:33:13.217990,2
5322,3988,2014-01-26T05:28:15.195950,1
5294,3649,2014-01-25T20:41:15.177330,1
3649,5294,2014-01-25T20:38:43.956240,1
5321,905,2014-01-25T17:57:36.758530,1
905,5321,2014-01-25T17:57:33.403670,1
1832,4291,2014-01-25T17:44:46.386730,5
2125,5320,2014-01-25T17:44:15.635050,-2
2125,5319,2014-01-25T17:23:14.281820,-2
3714,2934,2014-01-25T12:01:11.999460,1
4860,3707,2014-01-25T12:00:03.632550,2
4860,1352,2014-01-25T11:57:29.653150,5
4860,5318,2014-01-25T11:55:14.374880,1
1352,5318,2014-01-25T11:51:22.658390,1
1352,5317,2014-01-25T11:46:09.139900,5
